id_orden,fecha_pedido,cliente,email_cliente,telefono_cliente,metodo_pago,producto,cantidad,precio_unitario,subtotal,total_orden
1,2025-08-21 22:43:44,Angel,angel@email.com,555-0123,Tarjeta,"Monitor 24""",1,199.99,199.99,244.99
1,2025-08-21 22:43:44,Angel,angel@email.com,555-0123,Tarjeta,Auriculares,1,45.0,40.0,244.99
2,2025-08-23 13:30:20,ABC,abc@empresa.com,555-9876,Transferencia,Mouse Inalámbrico,5,25.5,125.45,327.49
2,2025-08-23 13:30:20,ABC,abc@empresa.com,555-9876,Transferencia,"Monitor 24""",1,199.99,180.00,327.49
1,2025-08-23 14:25:54,abc,Laptop HP,5,899.99,4499.95,4525.45
1,2025-08-23 14:25:54,abc,Mouse Inalámbrico,1,25.5,25.5,4525.45
1,2025-08-23 16:31:14,abc,Laptop HP,3,899.99,2699.9700000000003,2725.4700000000003
1,2025-08-23 16:31:14,abc,Mouse Inalámbrico,1,25.5,25.5,2725.4700000000003
1,2025-08-25 08:15:01,,Laptop HP,12,899.99,10799.880000000001,13349.880000000001
1,2025-08-25 08:15:01,,Mouse Inalámbrico,100,25.5,2550.0,13349.880000000001
1,2025-08-25 08:47:37,Andy,Laptop HP,1,899.99,899.99,899.99
ORD-491AB077,2025-08-27 11:13:44,Jean,Jean XYZ CBA,Tarjeta de Crédito,9255.49,1480.8784,10736.3684,Pagado,6
ORD-31FAA5EC,2025-09-03 17:56:33,ddd,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-D83B4DFA,2025-09-03 17:59:55,ddd,Daniel,Tarjeta de Crédito,4000.0,640.0,4640.0,Pagado,1
ORD-2C11A481,2025-09-03 18:03:28,ddd,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-229349E6,2025-09-03 18:06:20,ddd,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-196E61B3,2025-09-03 18:08:49,ddd,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-7CB4A1DA,2025-09-03 18:10:51,ddd,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-3088F354,2025-09-03 18:13:41,ddd,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-C7F1478D,2025-09-03 18:17:53,ddd,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-7A54BDD8,2025-09-04 00:04:50,qqq,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-07040998,2025-09-04 00:05:07,qqq,Daniel,Tarjeta de Crédito,610.0,97.60000000000001,707.6,Pagado,1
ORD-2E12A3E3,2025-09-04 00:15:59,qqq,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-3F33F58B,2025-09-04 00:20:25,qqq,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-FF746F85,2025-09-04 00:21:01,qqq,Daniel,Tarjeta de Crédito,17255.49,2760.8784000000005,20016.368400000003,Pagado,6
ORD-20C1E6D0,2025-09-04 00:21:58,qqq,Daniel,Tarjeta de Crédito,7329.99,1172.7984,8502.7884,Pagado,4
ORD-DA0DC9FE,2025-09-04 00:27:20,qqq,Daniel,Tarjeta de Crédito,7720.0,1235.2,8955.2,Pagado,3
ORD-C072C96F,2025-09-04 00:41:28,qqq,Daniel,Tarjeta de Crédito,7720.0,1235.2,8955.2,Pagado,3
ORD-7966127F,2025-09-04 00:42:01,qqq,Daniel,Tarjeta de Crédito,7720.0,1235.2,8955.2,Pagado,3
ORD-4EFC88ED,2025-09-04 00:48:32,qqq,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-552C81A5,2025-09-04 00:52:20,qqq,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-A7A91D1D,2025-09-04 00:53:36,qqq,Daniel,Tarjeta de Crédito,1900.0,304.0,2204.0,Pagado,1
ORD-0E18F192,2025-09-04 02:11:47,qqq,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-DA16D7E4,2025-09-04 02:12:41,qqq,Daniel,Tarjeta de Crédito,610.0,97.60000000000001,707.6,Pagado,1
ORD-72D072C5,2025-09-04 02:12:59,qqq,Daniel,Tarjeta de Crédito,610.0,97.60000000000001,707.6,Pagado,1
ORD-4D04D720,2025-09-04 02:18:20,qqq,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-3D3DC755,2025-09-04 02:33:11,qqq,Daniel,Tarjeta de Crédito,5820.0,931.2,6751.2,Pagado,2
ORD-3A207ADF,2025-09-04 02:43:11,qqq,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-6C480A4E,2025-09-04 02:43:23,qqq,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-0CA1B4F5,2025-09-04 02:44:15,qqq,Daniel,Tarjeta de Crédito,1900.0,304.0,2204.0,Pagado,1
ORD-70F83F2D,2025-09-04 02:44:32,qqq,Daniel,Tarjeta de Crédito,1900.0,304.0,2204.0,Pagado,1
ORD-1B51C232,2025-09-04 02:47:04,qqq,Daniel,Tarjeta de Crédito,25.5,4.08,79.58,Pagado,1
ORD-4822A3F9,2025-09-04 02:50:40,qqq,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-D2AC17D5,2025-09-04 02:54:26,qqq,Daniel,Tarjeta de Crédito,1820.0,291.2,2111.2,Pagado,1
ORD-CFAF49BB,2025-09-04 02:58:27,qqq,Daniel,Tarjeta de Crédito,610.0,97.60000000000001,707.6,Pagado,1
ORD-098CBD6B,2025-09-04 02:59:35,qqq,Daniel,Tarjeta de Crédito,610.0,97.60000000000001,707.6,Pagado,1
